rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
39875	27780	39253	35111	37861	33509	33330	30938	38139	24469
39876	39447	31680	37383	20823	18775	18174	36260	28240	11915
39877	39387	25714	37861	22120	32024	32825	41927	25260	17136
39878	40129	40346	40700	30166	38191	37903	39277	40389	15896
39879	40551	44873	38542	23980	44956	45037	41505	45098	33876
39880	37318	18081	29261	24742	6793	6609	25192	13800	1426
39881	31368	34284	35567	17221	37041	38024	31976	35340	22352
39882	41267	31155	39926	27960	24775	24256	34689	31465	10200
39883	43764	33329	41582	32708	33940	32847	35767	30047	14855
39884	35864	21791	33474	28940	15437	15578	33773	19696	11995
39885	36818	34771	40433	29414	35437	34569	38663	37919	31036
39886	44844	31440	44545	42673	27506	27689	33827	29533	10141
39887	44934	14076	41421	32272	10318	11333	28372	8253	42450
39888	44176	16291	40547	29714	7492	7396	35582	10540	2431
39889	42860	33815	35808	41781	35441	34461	31691	27662	4723
39890	39386	19122	33479	28973	18792	18769	37869	18124	8859
39891	32849	39652	36210	6758	44121	44206	32273	43447	29033
39892	40663	33784	42594	35901	36058	36080	36006	30241	25272
39893	34911	41771	30958	40699	33472	32893	28571	41311	32448
39894	41942	44782	37462	21076	45030	45001	34813	44788	37066
39895	39071	26051	35616	40662	25955	25204	31784	24721	43760
39896	39312	25836	32826	25545	21305	21145	38253	27791	19472
39897	42264	43545	32096	21876	43195	43043	31211	43230	24893
39898	42891	39027	40077	28394	35630	35526	39433	34491	16995
39899	38148	33959	30915	40263	26100	25957	26470	32011	10487
39900	42813	41655	42542	35727	40932	40979	40616	39896	27573
39901	36306	39895	42434	35351	36061	35856	40811	39430	17531
39902	42160	18494	37790	21917	13386	17381	42540	14597	28476
39903	31614	14694	39651	27179	5044	5210	24555	13479	5454
39904	31708	40234	35101	4142	44865	44726	32547	44676	36232
39905	33169	21188	31022	41218	27584	27896	30198	21872	20785
39906	42803	36658	41580	32704	35252	35040	36254	36136	20750
39907	37386	34570	34484	34394	29224	28642	33277	32938	13459
39908	36814	43017	40765	14566	44297	44560	37030	43636	23959
39909	42413	17428	40450	29457	8835	8982	30915	9270	1541
39910	27983	14706	33924	14836	21373	21906	29002	20181	6495
39911	42683	44650	41480	32422	44937	44830	33497	44994	41640
39912	23693	20649	23788	15526	25866	26543	21129	24049	17169
39913	42371	15544	44746	43386	15188	15096	38315	10380	13222
39914	22691	19465	35998	43137	12837	12666	34669	13660	22421
39915	38876	29258	41379	32131	22105	22717	38041	27982	3491
39916	42039	40571	42315	35026	35533	35124	38202	39613	15642
39917	44018	42051	40379	29271	39177	41046	31885	40568	25061
39918	44030	26746	41223	31647	35167	35144	37137	22288	23968
39919	41594	21578	42187	34578	27014	28252	38679	17557	23464
39920	42218	43414	43433	38688	43598	43803	38507	43515	28607
39921	44693	41061	37043	19930	40880	40278	34493	41684	31123
39922	44031	30961	41257	31741	24127	23761	37138	30834	4569
39923	28098	13389	36076	17971	12748	12981	25629	13849	2698
39924	35305	16200	44614	42968	12342	11952	40187	14046	1140
39925	44122	13532	44216	41446	15493	16075	40506	11957	5704
39926	43621	30596	40491	29569	27686	28022	41664	28513	18103
39927	43084	29880	43839	40083	18326	17640	33715	24902	15109
39928	44791	30987	40385	29288	26266	26356	31159	25884	16227
39929	44131	40852	38441	23704	36548	36357	39614	38239	10068
39930	42582	29449	40035	28282	29897	29822	38251	23408	18382
39931	39273	29902	43413	38607	31272	32094	37459	23300	23728
39932	18734	26182	30957	17297	38114	39009	24082	39666	31621
39933	43284	24489	39892	27844	13589	13689	34812	16661	7360
39934	41209	37703	36707	19135	31171	34108	40312	33106	2501
39935	38915	40226	37766	21845	39690	39481	44179	39715	23589
39936	38052	26210	29250	24629	15269	15634	27714	24525	11075
39937	24554	20824	40925	30822	29332	31806	44779	19066	39720
39938	35234	16352	27185	26684	7616	7360	20407	11963	13230
39939	38198	26050	32609	24408	26562	27050	35809	20623	24071
39940	43886	39311	42233	34737	34972	34482	33919	40995	36804
39941	42611	32737	41831	33454	34871	34220	34028	30602	15286
39942	40989	37305	38888	24982	33705	33138	41248	31799	33790
39943	44950	38308	45116	44995	39610	39441	28514	35644	31017
39944	36951	40399	33853	30887	41775	42264	42306	36681	21464
39945	35127	22795	32771	25203	11072	11090	30350	15749	4242
39946	39182	35818	35555	40272	39807	39399	21902	31580	43035
39947	23450	24634	32754	5978	37250	37345	31144	36020	4289
39948	29266	34906	31388	44859	43399	43233	43688	42673	40123
39949	19230	42900	38025	22548	42732	43051	45133	41035	30961
39950	39708	16567	42819	16210	23530	24265	34496	20271	6404
39951	37915	23659	33730	30248	29424	28372	29055	18620	23159
39952	36165	39552	34242	33053	39550	39044	31173	34093	17962
39953	40883	33620	32253	22592	25478	25135	35640	28189	13802
39954	27015	22143	40641	14475	27992	27193	42874	26204	30812
39955	38826	17903	36753	11726	19117	18141	40023	26995	38420
39956	31495	24710	35170	38190	23856	23054	40881	23917	8141
39957	36155	27581	31128	42222	30533	30316	29844	27524	7802
39958	43098	44752	34535	34692	44852	44757	32901	44695	41816
39959	38563	32890	39749	27410	29719	31115	36497	29090	13731
39960	42014	41003	39009	25370	38828	38643	42189	39911	30896
39961	38894	31976	41519	32539	21066	20307	32705	29538	15633
39962	38240	37767	31559	19015	32786	32433	34911	35706	15314
39963	43552	39091	37287	20547	29846	29572	39899	35667	10960
39964	40282	43822	41499	15117	43366	43298	30612	43800	36728
39965	38022	43767	29501	26966	42589	42382	26099	43164	30009
39966	39445	28934	37931	22276	17748	17748	43053	23228	404
39967	42072	31102	44385	42040	24282	24149	38089	28301	14851
39968	41258	36247	44306	41739	41002	40414	36920	40156	40597
39969	30690	14028	36190	44270	7984	8517	30506	9185	3301
39970	42310	19348	43549	39072	8508	8525	30478	15262	4344
39971	44169	22547	39823	27645	24414	24842	34116	18764	8620
39972	32884	41986	42996	37203	40891	43164	39184	38985	35257
39973	29547	39962	35839	11277	42023	42537	29028	43021	32987
39974	42796	43599	37987	22432	41589	41548	39367	42739	28324
39975	40418	36968	41364	15019	37995	37568	38500	39887	5991
39976	40902	44362	44703	43240	41441	41112	39318	44233	39944
39977	43505	44174	37594	21396	43702	43694	39162	44707	41232
39978	43070	22318	42956	37087	33439	33255	35724	26876	23445
39979	34820	25890	38936	25106	16875	16602	39114	29182	16290
39980	40782	31576	40835	14611	37422	37066	35578	32358	13208
39981	22586	34117	44400	42110	25467	24622	44735	35796	24025
39982	28906	25127	36264	8467	35704	36785	38332	32361	11445
39983	39920	42893	41675	32961	38397	37926	39067	40880	32575
39984	44846	17304	40689	30141	10715	10270	32127	13282	12643
39985	42537	29562	32470	23674	26093	24830	28546	35241	35499
39986	36162	41808	36587	18837	40126	39747	43915	37246	43313
39987	35402	37169	33195	27594	28487	27764	26797	32797	16893
39988	34295	33579	35887	42448	32259	32277	24273	30496	17002
39989	38110	19907	37096	20050	10900	10625	37637	15914	9447
39990	41756	25313	39911	27912	16912	16531	35066	22800	8119
39991	32488	11579	35746	11212	20991	23470	29627	14557	41793
39992	28459	43523	35711	17424	44541	44436	37233	44646	31551
39993	29659	8435	27468	29959	1638	1650	26807	7975	20058
39994	31108	25031	25414	12229	20999	21401	24366	30982	7929
39995	19830	23962	43974	17254	33343	32374	44966	27847	37525
39996	41344	44656	40830	30533	44520	44630	31561	44115	34767
39997	44985	35064	36458	18530	33487	33281	31927	30281	33032
39998	33908	23861	38229	23103	9291	9206	44182	26163	8779
39999	43807	27763	41452	32362	35352	36025	31027	38043	18054
40000	43013	37608	44005	40571	37421	38729	34311	40207	29904
40001	31832	18310	37670	21599	21660	24611	44790	12836	44306
40002	38572	38840	43404	38577	38816	39350	37695	35895	2810
40003	39403	24637	40764	30337	26859	26714	42393	18779	44780
40004	43904	27827	37112	20090	22998	23018	33740	28643	16519
40005	37428	34236	34638	35346	37147	37075	32030	33534	13882
40006	9614	25705	34017	31821	27652	28733	37140	24831	8092
40007	34404	44740	34968	37074	44769	44890	35612	45016	39263
40008	44929	26819	43113	37650	31912	31681	30549	28998	18170
40009	40539	10188	35899	17726	6226	6457	27109	10787	1341
40010	35565	13943	38809	24781	16634	20622	44708	10715	15313
40011	40651	40332	43305	38263	41346	41423	40705	40003	20776
40012	44054	29663	39910	27909	35773	35103	35812	23608	31329
40013	36198	33972	44931	44216	33982	33306	40051	29134	9485
40014	43597	33572	42367	35160	36476	36792	40478	32280	43859
40015	33115	29390	35188	16684	28591	28012	27861	32874	14259
40016	31960	31900	28530	44501	30967	28806	25542	35997	44255
40017	38796	35427	32554	24171	27596	27295	32815	35398	28648
40018	32263	31591	33610	7559	40856	41673	33922	39349	12016
40019	43456	33762	43656	39486	33178	32489	38477	31717	16425
40020	36189	32320	41940	15445	36359	35587	38735	38235	34692
40021	42301	28456	35247	38620	15435	15030	24923	25985	13935
40022	41389	39144	40539	29700	37272	37975	42927	36502	3253
40023	38602	35331	37010	19861	32124	31963	38980	27844	29691
40024	40997	17934	37015	19871	13446	13106	41431	11612	3772
40025	44976	42434	44471	42411	42513	42221	29511	42524	30683
40026	35810	20378	40502	9862	28252	30119	34347	27538	7793
40027	37305	44202	32701	24868	42622	43174	29386	43560	28554
40028	37143	20763	44500	42539	17543	17762	32899	17287	2146
40029	38297	40016	37634	21480	34906	34580	44642	37614	8316
40030	43739	22626	45108	44960	20712	20573	36191	19282	26604
40031	29594	21243	33316	28210	19509	19527	35683	18205	20990
40032	33194	27865	30240	34161	26837	26387	33583	26658	7709
40033	39857	44864	39816	27624	45028	45110	41000	45060	34087
40034	38014	40681	36475	18571	41613	41161	34243	41238	39455
40035	31962	34766	44841	18005	42298	42800	37712	42128	39686
40036	36901	29108	33148	27299	19089	18951	29467	24338	13729
40037	37722	31501	35762	41466	29367	29396	44054	30443	43025
40038	33270	20847	33802	30668	22900	25026	37004	13899	19743
40039	43102	38295	44269	41629	24979	24291	36919	39519	43255
40040	43694	38155	41606	32769	36582	37096	36938	36261	5512
40041	44208	23888	41976	33903	15359	15104	31416	15342	5200
40042	38035	37086	35388	39407	37911	38170	35958	37576	25025
40043	29517	23942	33036	26706	8890	10767	37262	30380	34811
40044	30715	38641	33629	5250	43890	44031	25148	43382	24827
40045	42379	31052	39381	26486	37119	37034	37651	36128	14608
40046	42759	27239	44290	41697	28915	28492	32783	26842	42229
40047	42613	33574	37223	20367	30335	31171	40885	27349	35253
40048	26184	34383	28192	39634	35843	35486	27588	30853	32938
40049	30005	26893	42094	34281	34385	35461	44208	27492	39997
40050	14651	12877	26597	45058	16869	17082	32810	7383	21578
40051	39748	32472	43754	39801	22243	22218	41031	27806	7847
40052	32343	22711	34807	16107	28567	29192	30121	26707	24537
40053	34700	9351	38690	24443	6248	6888	43401	7212	17382
40054	35367	28476	35447	39674	27919	28226	31197	22464	33782
40055	33058	24865	41576	32695	22515	22602	43811	20967	19976
40056	41644	27651	44131	41042	32934	32765	38319	28884	21276
40057	32003	38351	35510	40008	38039	38075	33744	40771	22773
40058	35936	12336	43407	16771	13024	13329	38185	9409	22378
40059	26665	36359	34167	32612	38981	38835	39006	37892	25047
40060	41396	34630	32563	24233	38125	39237	38581	36318	30416
40061	39079	43439	38347	23428	41610	41692	37575	42216	21631
40062	44625	44146	41010	31029	42886	43107	35273	43871	40589
40063	35632	30362	35988	43079	24051	23616	35846	32250	22079
40064	44599	20735	41030	31104	10140	10228	32742	15485	8474
40065	35763	41602	39034	25468	37043	37249	42755	39546	10866
40066	33917	42234	29660	28488	42529	42157	32401	41320	30121
40067	41719	43594	38337	23395	43037	42742	39369	42528	37002
40068	35891	16143	34001	31706	5654	5576	31169	13870	2681
40069	42209	17385	40544	29708	9363	9944	26232	17521	7362
40070	34361	35611	36009	43201	38834	38438	27916	36475	21552
40071	41880	38465	37825	22016	24644	23836	38865	36626	28270
40072	43605	36258	39976	28131	28929	28531	34118	32175	15785
40073	36738	28988	33729	30245	34794	34316	33667	22946	27722
40074	32599	34642	30896	40138	40095	39853	25533	27404	45141
40075	41237	42650	44681	43180	43024	42912	39315	41683	38112
40076	34712	27215	42355	35131	16237	15909	41391	25205	17877
40077	41068	23624	38930	25094	12353	12995	35865	18016	14132
40078	43010	37998	37417	20941	33112	32451	39365	37880	30139
40079	38033	41707	39564	26945	41898	41363	39627	42635	34619
40080	27340	21900	31456	18426	10044	10041	43221	14770	1146
40081	37367	37154	38477	23812	32210	32070	40669	34417	1303
40082	43623	41197	42428	35335	42144	41998	35340	41910	33919
40083	32688	37139	33678	9907	44179	44252	40242	43880	5901
40084	33145	9451	34314	33399	7490	6858	29318	26437	30647
40085	43771	20360	39882	27821	16795	16662	33538	13986	19349
40086	28179	27493	42189	34584	16024	15911	35740	23352	24587
40087	36542	32439	42078	34219	38526	37991	41490	29083	25537
40088	41919	42209	31981	21186	42700	42740	36843	40382	16797
40089	38976	42835	34387	33808	41442	41983	26709	40603	34735
40090	38908	42770	34474	34345	42825	43011	28103	41126	37453
40091	26019	6433	26148	8027	3128	3169	21091	5104	1921
40092	38462	32693	44537	42654	39953	39949	39205	26054	39568
40093	43474	43746	43276	38171	44116	44241	38591	43671	39199
40094	42457	13931	43464	38778	5433	5556	40852	8578	2258
40095	36232	16415	34551	34776	10360	9990	27100	27356	15363
40096	32510	24136	30859	39708	22488	21494	24912	21262	20432
40097	32107	15165	36684	19068	4611	4671	43457	14998	7320
40098	41437	31536	41851	33511	28921	28341	38433	26392	30623
40099	26206	41298	30747	38684	43054	43196	22797	40331	38834
40100	37795	11636	32139	12417	16383	16485	26426	10498	30820
40101	44395	43113	41310	31904	43273	43212	36193	42799	42561
40102	40140	27139	44779	43520	18166	18423	34079	19379	795
40103	37056	28478	33657	29926	22214	22149	29615	24987	11979
40104	42467	34357	44369	41947	34545	35303	41135	29150	31449
40105	35062	20512	35104	37828	15776	16116	39531	17752	22568
40106	33362	36395	35408	39492	36338	37763	28022	32336	2204
40107	32386	44231	33339	28339	44705	44566	42924	44667	42557
40108	43645	43014	38503	23891	39962	39465	40212	42662	40937
40109	29220	32202	44640	43061	32233	32951	24731	33624	33279
40110	44594	43249	39043	25489	42831	42525	32991	41407	28983
40111	44420	14110	42618	35965	9906	9502	38289	9889	26797
40112	37825	13124	44009	17274	18845	18940	36909	10924	4886
40113	24042	40071	34576	34927	38133	38635	24568	34367	37010
40114	42580	30610	41555	32630	28463	28893	38267	23759	2254
40115	43004	7558	43135	37714	16754	16061	38947	14338	2261
40116	33956	35147	36201	44321	28009	31324	26421	29237	10119
40117	44287	35998	43877	40182	32084	33069	36408	31832	11882
40118	39564	9992	31518	18786	10583	9853	30793	5661	27606
40119	42793	15395	45092	44916	19330	18833	36786	8336	12268
40120	38803	34029	33589	29560	30497	30158	27192	31850	1321
40121	34974	16637	35672	40952	20519	19684	29220	14339	17148
40122	23807	31196	29085	23134	21778	22133	26515	28729	6351
40123	42093	44221	38920	25065	43865	44074	36535	44389	35293
40124	30835	19600	36003	43165	21750	22581	30806	13685	6888
40125	32494	14921	38125	12630	15911	15274	41077	24778	31871
40126	42260	44534	40130	28534	44941	44839	37699	44803	40424
40127	35948	19351	35308	38970	23989	22542	34991	18556	40788
40128	36777	29876	31925	20810	25799	26100	30587	29145	24862
40129	37097	39465	37612	21433	38095	37971	42694	38197	28197
40130	32190	41764	39014	25390	34832	34625	30568	43076	36659
40131	43195	40193	37798	21941	41201	41136	39931	40372	34076
40132	38614	43539	37457	12189	44102	43987	35884	44255	12987
40133	41091	31543	44749	43392	29373	29867	37963	30604	25786
40134	44952	30698	43732	39753	30292	29808	32776	23971	43343
40135	39192	42793	44847	43825	44680	44581	35023	43965	39391
40136	37326	14603	43481	38845	5195	5037	32573	9287	450
40137	43129	26769	42240	34758	24254	24795	37808	22885	5573
40138	31837	35195	32561	24224	37218	37301	28549	32490	39242
40139	42643	32986	38165	22902	29380	29215	42210	24574	18453
40140	42387	37832	40587	29846	39716	40165	37543	36297	30633
40141	39879	26315	39597	27035	18170	28795	39628	19941	22238
40142	35042	23816	40836	14613	35626	35034	37131	24845	41516
40143	34183	29304	43097	16477	29917	29775	40264	30106	13685
40144	44231	40171	38431	23680	39425	38993	33308	39487	17073
40145	34463	42219	32163	22165	41946	41861	28694	42486	35411
40146	41907	36451	42888	36826	36563	36304	35535	34813	31064
40147	36995	35914	44797	43601	29183	36826	35387	34604	4033
40148	44916	38837	39175	25907	17332	16676	33461	36365	26184
40149	31124	36685	40565	14418	40133	39919	33444	38674	26791
40150	41714	28778	38015	22509	27056	27172	39018	19046	26091
40151	35928	38838	35439	39623	38432	37836	26466	39066	15036
40152	41345	23739	41233	31676	10347	10227	31567	19538	3545
40153	37229	38732	40748	30296	39917	40177	40445	37690	43370
40154	44585	43905	31879	20585	43559	43442	30983	42468	37449
40155	26330	26698	32442	23519	28069	28241	40668	22566	15766
40156	30105	41929	35290	38876	43631	43181	35130	43627	30464
40157	43871	38480	42176	34541	30753	30528	35909	37800	35146
40158	34718	30315	32105	21919	28526	27531	29735	28980	38789
40159	26070	43395	35757	17494	44884	44901	30487	44639	39705
40160	33269	32947	36141	43979	30585	29921	38732	30878	5284
40161	43031	43160	33948	31436	43751	43745	31956	43698	38275
40162	41742	16892	36025	43308	11552	11762	30814	8741	7118
40163	26838	18139	31364	44611	12429	12166	27783	10437	14512
40164	38388	22686	33457	28895	13408	14208	29373	18242	3858
40165	35981	13771	36036	17932	22708	24478	22827	12192	11198
